cycle,epoch,loss,step,val_loss
,0,,9,inf
0.0,0,inf,9,
,1,,19,inf
1.0,1,inf,19,
,2,,29,inf
2.0,2,inf,29,
,3,,39,inf
3.0,3,inf,39,
,4,,49,inf
4.0,4,inf,49,
,5,,59,inf
5.0,5,inf,59,
,6,,69,inf
6.0,6,inf,69,
,7,,79,inf
7.0,7,inf,79,
,8,,89,inf
8.0,8,inf,89,
,9,,99,inf
9.0,9,inf,99,
