BinaryAUROC,BinaryAccuracy,cycle,epoch,gogo,loss,step,val_BinaryAUROC,val_BinaryAccuracy,val_loss
,,,0,5.0,,4,0.5,0.6666666865348816,0.7088243365287781
0.6000000238418579,0.7333333492279053,0.0,0,5.0,0.7040327787399292,4,,,
,,,1,10.0,,9,0.6000000238418579,0.7333333492279053,0.673417329788208
0.5,0.6666666865348816,1.0,1,10.0,0.7346606850624084,9,,,
