district_code,lat,lon
B9,52.4781,-1.85282
EC2Y,51.52,-0.0963299
NE6,54.9772,-1.56746
NR10,52.735,1.24487
WA12,53.4534,-2.63424
EH16,55.9238,-3.15102
G3,55.8664,-4.27024
IV1,57.4789,-4.19988
BS7,51.4866,-2.58159
PO2,50.816,-1.07879
