Fd_Libr,UID,Fd_Index,Fd_Name,Fd_Category,Fd_Type,Fd_DM,Fd_Conc,Fd_Locked,Fd_DE_Base,Fd_ADF,Fd_NDF,Fd_DNDF48_input,Fd_DNDF48_NDF,Fd_Lg,Fd_CP,Fd_St,Fd_dcSt,Fd_WSC,Fd_CPARU,Fd_CPBRU,Fd_CPCRU,Fd_dcRUP,Fd_CPs_CP,Fd_KdRUP,Fd_RUP_base,Fd_NPN_CP,Fd_NDFIP,Fd_ADFIP,Fd_Arg_CP,Fd_His_CP,Fd_Ile_CP,Fd_Leu_CP,Fd_Lys_CP,Fd_Met_CP,Fd_Phe_CP,Fd_Thr_CP,Fd_Trp_CP,Fd_Val_CP,Fd_CFat,Fd_FA,Fd_dcFA,Fd_Ash,Fd_C120_FA,Fd_C140_FA,Fd_C160_FA,Fd_C161_FA,Fd_C180_FA,Fd_C181t_FA,Fd_C181c_FA,Fd_C182_FA,Fd_C183_FA,Fd_OtherFA_FA,Fd_Ca,Fd_P,Fd_Pinorg_P,Fd_Porg_P,Fd_Na,Fd_Cl,Fd_K,Fd_Mg,Fd_S,Fd_Cr,Fd_Co,Fd_Cu,Fd_Fe,Fd_I,Fd_Mn,Fd_Mo,Fd_Se,Fd_Zn,Fd_B_Carotene,Fd_Biotin,Fd_Choline,Fd_Niacin,Fd_VitA,Fd_VitD,Fd_VitE,Fd_acCa_input,Fd_acPtot_input,Fd_acNa_input,Fd_acCl_input,Fd_acK_input,Fd_acCu_input,Fd_acFe_input,Fd_acMg_input,Fd_acMn_input,Fd_acZn_input
NRC 2020,NRC16F1080,264,Milk replacer 28 CP 17.5 fat,Calf Liquid Feed,Concentrate,15,100,1,4.93,0,0,0,0,0,29.2,0,0,45.6,,,,,,,,0,0,0,,,,,,,,,,,18.2,18,80,7,,,,,,,,,,,0.8,0.6,0,0,0.4,0.32,1.1,0.15,0.2,0,0,5,85,0,60,0,0,65,,0.1,1000,10,9800,3200,200,0,0,0,0,0,0,0,0,0,0
NRC 2020,NRC16F1081,265,"Skim milk, fresh",Calf Liquid Feed,Concentrate,10,100,1,4.19,0,0,0,0,0,35.5,0,0,42,,,,100,,,,0,0,0,3.75,2.92,6.18,10.6,8.8,3,5.26,4.62,1.65,6.9,0.3,0.4,80,6.9,,,,,,,,,,,1.35,1.02,0,100,0.55,1,1.85,0.1,0.45,0,0.01,0.42,3.3,0.15,0.2,0,0.2,42,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0
NRC 2020,NRC16F1082,266,"Skim milk, powder",Calf Liquid Feed,Concentrate,94,100,1,4.25,0,0,0,0,0,37.4,0,0,56,,,,100,,,,0,0,0,3.75,2.92,6.18,10.6,8.8,3,5.26,4.62,1.65,6.9,1,0.8,80,6.9,,,,,,,,,,,1.29,1.08,0,100,0.55,1,1.85,0.1,0.45,0,0.01,0.42,3.3,0.15,0.2,0,0.2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRC 2020,NRC16F1086,270,Whey protein concentrate,Calf Liquid Feed,Concentrate,93,100,1,4.35,0,0,0,,0,37.1,0,,,,,,100,,,,,0,0,2.751,1.834,5.066,8.777,6.943,1.397,3.231,5.459,1.5,4.803,2.2,,,5.95,,,,,,,,,,,0.54,0.6,,100,0.59,1.4,1.05,0.1,2.4,,0.11,3.39,5.85,0,2.26,,0.25,2.8,,,,,0,0,0,,0.68,,,,,,,,
NRC 2020,NRC16F1083,267,"Whey, delactosed",Calf Liquid Feed,Concentrate,93,100,1,3.54,0,0,0,,0,17.9,0,,,,,,100,,,,,0,0,2.751,1.834,5.066,8.777,6.943,1.397,3.231,5.459,1.5,4.803,0.7,,,16.5,,,,,,,,,,,1.71,1.12,,100,1.54,1.1,3.16,0.23,1.15,,0.01,0.72,9,0,0.1,,0.25,20,,,,,0,0,0,,0.68,,,,,,,,
NRC 2020,NRC16F1084,268,"Whey, fresh",Calf Liquid Feed,Concentrate,7,100,1,3.78,0,0,0,,0,14.2,0,,,,,,100,,,,,0,0,2.751,1.834,5.066,8.777,6.943,1.397,3.231,5.459,1.5,4.803,0.7,,,8.7,,,,,,,,,,,0.73,0.65,,100,1,1.4,2,0.18,1.12,,0.01,0.72,9,0,0.1,,0.25,20,,,,,0,0,0,,0.68,,,,,,,,
NRC 2020,NRC16F1085,269,"Whey, permeate",Calf Liquid Feed,Concentrate,98,100,1,3.55,0,0,0,,0,3.7,0,,,,,,100,,,,,0,0,2.751,1.834,5.066,8.777,6.943,1.397,3.231,5.459,1.5,4.803,0,,,9,,,,,,,,,,,1.77,0.97,,100,0.5,1.4,3.5,0.18,0.3,,5.8,2,104,,4.46,,0.25,2.8,,,,,0,0,0,,0.68,,,,,,,,
NRC 2020,NRC16F1087,271,Whole milk,Calf Liquid Feed,Concentrate,12.5,100,1,5.59,0,0,0,,0,25.4,0,,,,,,100,,,,,0,0,3.75,2.92,6.18,10.6,8.8,3,5.26,4.62,1.65,6.9,30.8,28.9,,6.3,,,,,,,,,,,1,0.75,,100,0.4,0.92,1.23,0.1,0.32,,0.01,0.8,4.1,0.15,0.4,,0.16,38,,,,,0,0,0,,0.68,,,,,,,,
NRC 2020,NRC16F1,1,Alfalfa meal,Plant Protein,Forage,90.749,0,1,2.499,33.882,42.853,0,49.097,7.55,19.513,1.83,91,8.264,28,66,6,75,37.042,6.7,35.576,0,3.974,1.619,4.036,1.867,3.795,6.566,4.398,1.265,4.398,3.916,1.627,4.819,2.351,1.608,73,11.657,1.167,0.584,20.096,1.706,3.346,,3.019,21.067,44.926,4.089,1.496,0.266,55,45,0.122,0.671,2.327,0.3,0.257,0.5,0,8.834,951.066,0,49.516,1.708,0.4,23.12,0,0,0,0,0,0,0,0.3,0.768,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F2,2,Almond hulls,By-Product/Other,Concentrate,88.201,100,1,2.434,27.639,33.005,0,43.94,9.53,5.25,0.928,91,36.419,30,35,35,50,37.003,5.3,54.394,0,1.942,1.449,2.23,0.86,2.35,4.05,2.74,0.9,2.8,2.7,1,3.53,2.517,1.26,73,7.624,0.222,0.054,14.493,0.262,3.908,,50.817,23.39,3.246,3.608,0.267,0.117,86,14,0.023,0.078,2.822,0.119,0.041,0,0,5.803,290.851,0,16.795,1.062,0.07,15.847,0,0,0,0,0,0,0,0.6,0.818,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F1069,253,Ammonium chloride,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,163.6,0,91,0,100,0,0,100,100,1,0,100,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,0,0,100,0,0,66.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0
NRC 2020,NRC16F1022,206,Ammonium phosphate (dibasic),Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,115.9,0,91,0,100,0,0,100,100,0,0,100,0,0,,,,,,,,,,,0,0,73,36,,,,,,,,,,,0,20.6,100,0,0,0,0,0,2.2,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.8,1,0.92,1,0.05,0.1,0.3,0.004,0.2
NRC 2020,NRC16F1023,207,Ammonium phosphate (monobasic),Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,70.9,0,91,0,100,0,0,100,0,0,0,100,0,0,,,,,,,,,,,0,0,73,36,,,,,,,,,,,0,24.7,100,0,0,0,0,0,1.5,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.8,1,0.92,1,0.05,0.1,0.3,0.004,0.2
NRC 2020,NRC16F1037,221,Ammonium sulfate,Vitamin/Mineral,Concentrate,100,100,1,0,,,0,,,134.1,,91,,100,0,0,100,,,11,100,,,,,,,,,,,,,0,,73,33,,,,,,,,,,,,,,100,,,,,24.1,,,,,,,,,,,,,,,,,,0.68,,,,,,,,
NRC 2020,NRC16F3,3,"Apple pomace or byproduct, wet",By-Product/Other,Concentrate,18.234,100,1,2.283,38.581,45.725,0,66.333,15.948,6.419,3.524,91,25.533,42,53,5,80,19.704,7.4,29.767,0,3.38,1.981,4.52,1.86,3.13,5.58,3.93,1.38,3.31,3.04,0.88,4.11,5.966,1.88,73,2.922,0.6,1.2,26.9,0.6,3.9,,7.8,48.8,10.1,0.1,0.146,0.144,0,100,0.021,0.038,0.844,0.083,0.075,0,0,8.908,172.237,0,12.417,1,0,8.175,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F4,4,Bakery byproduct,By-Product/Other,Concentrate,90.129,100,1,3.593,5.613,12.664,0,52,1.692,12.832,51.667,91,19,48,44,8,90,17.97,16.18,21.904,0,1.057,0.457,4.63,2.222,3.426,6.944,2.685,1.481,4.537,3.056,1.204,4.352,8.682,7.682,73,4.368,0.487,3.161,15.816,0.179,9.286,7.771,26.411,33.509,0.851,2.529,0.369,0.348,48,52,0.601,0.621,0.471,0.147,0.168,0,0,6.17,236.617,0,30.332,0,0.2,31.446,0,0,0,0,0,0,0,0.6,0.757,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F5,5,"Bakery byproduct, bread waste",By-Product/Other,Concentrate,67.441,100,1,3.656,3.201,6.345,0,52,1.293,14.9,53.462,91,11.419,48,44,8,90,20.574,16.18,21.904,0,1.036,0.623,4.74,2.61,4,7.77,2.91,1.73,5.44,3.36,1.15,4.42,5.756,4.756,73,3.567,,5.211,18.855,,1.017,,13.904,56.83,3.813,0.37,0.221,0.26,48,52,0.645,0.928,0.326,0.094,0.211,0,0,4.194,125.012,0,21.15,1.053,0.2,25.145,0,0,0,0,0,0,0,0.6,0.757,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F6,6,"Bakery byproduct, cereal",By-Product/Other,Concentrate,91.137,100,1,3.436,3.058,7.202,0,52,1.493,9.195,47.632,91,28.068,34,62,4,75,18.209,20,19.133,0,1.529,1.066,6.84,2.82,3.15,6.16,4.05,1.57,3.97,3.26,1.37,4.5,2.949,1.949,73,3.541,,5.211,18.855,,1.017,,13.904,56.83,3.813,0.37,0.217,0.276,48,52,0.591,0.79,0.311,0.083,0.123,0,0,3.331,189.346,0,21.79,1,0.2,55.37,0,0,0,0,0,0,0,0.6,0.757,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F7,7,"Bakery byproduct, cookies",By-Product/Other,Concentrate,89.269,100,1,3.583,7.625,14.436,0,52,2.169,12.94,36.208,91,18.163,48,44,8,90,22.311,16.18,21.904,0,2.105,1.129,4.19,1.77,3.12,7.12,1.71,1.83,4.78,3.14,0.88,4.58,10.037,9.037,73,4.594,0.487,3.161,15.816,0.179,9.286,7.771,26.411,33.509,0.851,2.529,0.239,0.416,48,52,0.592,0.795,0.571,0.168,0.169,0,0,6.568,171.647,0,39.99,1.079,0.2,40.819,0,0,0,0,0,0,0,0.6,0.757,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F8,8,"Barley grain, dry, ground",Energy Source,Concentrate,88.742,100,1,3.361,7.332,18.634,0,51.545,1.724,11.806,56.666,91,4.911,30,61,9,85,25.312,22.7,22.438,0,1.378,0.697,4.907,2.222,3.426,6.759,3.611,1.667,5.093,3.333,1.204,4.815,2.309,1.311,73,2.818,,0.317,22.966,0.055,1.526,,13.541,55.933,4.341,1.321,0.115,0.381,15,85,0.021,0.15,0.59,0.14,0.137,0,0,5.527,89.425,0,20.391,1.046,0.11,33.79,0,0,0,0,0,0,0,0.6,0.704,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F1074,258,"Barley grain, steam rolled",Energy Source,Concentrate,88.742,100,1,3.433,7.332,18.634,0,51.545,1.724,11.806,56.666,94,4.911,30,61,9,85,25.312,22.7,22.438,0,1.378,0.697,4.907,2.222,3.426,6.759,3.611,1.667,5.093,3.333,1.204,4.815,2.309,1.311,73,2.818,,0.317,22.966,0.055,1.526,,13.541,55.933,4.341,1.321,0.115,0.381,15,85,0.021,0.15,0.59,0.14,0.137,0,0,5.527,89.425,0,20.391,1.046,0.11,33.79,0,0,0,0,0,0,0,0.6,0.704,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F9,9,Barley hay,Grain Crop Forage,Forage,89.401,0,1,2.618,34.095,54.507,0,61.281,4.068,10.75,7.295,91,14.834,57,33,10,83.314,44.781,6.95,27.246,0,2.239,0.655,2.18,1.94,5.5,6.65,3.56,1.87,4.7,4.13,1.42,4.13,2.739,1.405,73,8.637,0.8,5.5,43.4,,4.1,,7.3,12.3,2.4,24.2,0.38,0.254,67,33,0.378,0.947,1.96,0.167,0.166,0,0,6.781,422.304,0,35.884,1.317,0.1,30.365,0,0,0,0,0,0,0,0.4,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F10,10,Barley malt sprouts,By-product/Other,Concentrate,81.164,100,1,3.109,18.339,40.516,0,63,2.612,23.884,8.559,91,15.899,47,45,8,64.411,39.947,13.325,23.786,0,5.126,0.859,4.55,1.905,3.228,5.714,4.709,1.481,3.439,3.386,1.27,4.55,2.726,1.46,73,5.873,,0.317,22.966,0.055,1.526,,13.541,55.933,4.341,1.321,0.193,0.614,67,33,0.053,0.364,1.114,0.18,0.335,0,0,9.926,180.162,0,46.203,1.359,0.6,64.565,0,0,0,0,0,0,0,0.6,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F11,11,"Barley silage, headed",Grain Crop Forage,Forage,36.959,0,1,2.855,26.349,44.757,0,50,3.808,10.875,23.868,91,7,57,33,10,83.314,61.374,6.95,27.246,0,1.298,0.949,1.04,1.21,3.45,4.88,2.35,1.16,3.42,2.51,1.42,4.8,3.08,2.064,73,5.919,0.8,5.5,43.4,,4.1,,7.3,12.3,2.4,24.2,0.316,0.288,67,33,0.106,0.47,1.571,0.177,0.184,0,0,5.959,172.431,0,31.264,0.765,0.1,25.886,0,0,0,0,0,0,0,0.4,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F12,12,"Barley silage, mid-maturity",Grain Crop Forage,Forage,36.12,0,1,2.619,34.053,52.883,0,52.116,4.959,11.358,12.3,91,5.926,57,33,10,83.314,59.885,6.95,27.246,0,1.604,1.107,1.04,1.21,3.45,4.88,2.35,1.16,3.42,2.51,1.42,4.8,3.132,1.701,73,7.886,0.8,5.5,43.4,,4.1,,7.3,12.3,2.4,24.2,0.464,0.312,67,33,0.179,0.646,1.996,0.188,0.181,0,0,7.879,272.488,0,40.212,1.429,0.1,29.685,0,0,0,0,0,0,0,0.4,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F13,13,"Barley silage, vegetative",Grain Crop Forage,Forage,32.958,0,1,2.517,37.678,56.606,0,57.466,5.185,14.222,2.991,91,6.877,57,33,10,83.314,64.952,6.95,27.246,0,2,1.39,1.04,1.21,3.45,4.88,2.35,1.16,3.42,2.51,1.42,4.8,3.652,2.074,73,10.694,0.8,5.5,43.4,,4.1,,7.3,12.3,2.4,24.2,0.535,0.353,67,33,0.158,0.868,2.724,0.193,0.205,0,0,9.244,663.341,0,48.249,1.395,0.12,31.5,0,0,0,0,0,0,0,0.4,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F14,14,"Beet pulp, dry",By-Product/Other,Concentrate,92.298,100,1,2.739,28.246,46.852,0,79,3.88,9.922,0.642,91,5.7,5,90,5,80,20.58,2,70.608,0,5.465,1.304,3.735,3.133,3.494,5.904,5.783,1.566,3.614,4.458,1.084,5.542,1.055,0.63,73,5.238,,,26.659,0.388,0.89,0.141,11.551,49.831,6.35,4.19,0.773,0.083,0,100,0.114,0.076,0.494,0.261,0.197,1.2,0,8.098,588.18,0,78.412,1,0.14,20.673,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F15,15,"Beet pulp, dry, molasses added",By-Product/Other,Concentrate,90.624,100,1,2.734,26.128,39.698,0,74,3.531,8.906,1.148,91,13.783,5,90,5,80,19.32,2,70.608,0,4.231,1.794,3.735,3.133,3.494,5.904,5.783,1.566,3.614,4.458,1.084,5.542,1.188,0.63,73,7.476,,,26.659,0.388,0.89,0.141,11.551,49.831,6.35,4.19,1.178,0.093,0,100,0.137,0.092,0.595,0.251,0.297,1.2,0,8.56,613.849,0,63.1,1.035,0.14,24.497,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F16,16,"Beet pulp, wet",By-Product/Other,Concentrate,22.718,100,1,2.726,27.222,44.101,0,78.25,3.179,9.121,0.903,91,2.981,5,90,5,80,16.271,2,70.608,0,2.217,0.876,3.735,3.133,3.494,5.904,5.783,1.566,3.614,4.458,1.084,5.542,0.992,0.64,73,7.344,,,26.659,0.388,0.89,0.141,11.551,49.831,6.35,4.19,1.125,0.131,0,100,0.097,0.108,0.569,0.259,0.243,1.2,0,9.397,698.903,0,59.871,1,0.14,25.708,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F17,17,Bermudagrass hay,Grass/Legume Forage,Forage,93.373,0,1,2.4,34.942,65.408,0,54.153,5.406,10.991,4.895,91,7.707,36,52,12,65,32.971,8.1,33.832,0,4.157,0.843,3.88,1.63,3.32,6.22,3.49,1.3,3.92,3.6,1.24,4.51,1.928,1.252,73,8.044,2.825,1.178,30.297,1.423,3.989,1.14,3.322,18.785,20.754,16.287,0.491,0.195,67,33,0.154,0.739,1.709,0.208,0.405,0,0,9.762,220.846,0,58.755,1.119,0.27,33.948,0,0,0,0,0,0,0,0.4,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F18,18,"Bermudagrass silage, mature",Grass/Legume Forage,Forage,45.293,0,1,2.262,42.797,70.848,0,52.286,7.694,10.269,3.371,91,3.969,37,51,12,65,46.977,8.1,33.52,0,2.44,1.15,3.88,1.63,3.32,6.22,3.49,1.3,3.92,3.6,1.24,4.51,2.375,1.349,73,6.196,1.438,0.503,21.075,1.308,2.415,,4.859,24.885,32.461,11.056,0.474,0.238,67,33,0.03,0.546,1.523,0.203,0.206,0,0,9,205.667,0,86.389,1.125,0.27,32.333,0,0,0,0,0,0,0,0.4,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F19,19,"Bermudagrass silage, mid-mtr",Grass/Legume Forage,Forage,38.411,0,1,2.384,38.961,64.114,0,63.546,5.903,14.588,2.358,91,5.001,37,51,12,65,54.466,8.1,33.52,0,3.461,1.643,3.88,1.63,3.32,6.22,3.49,1.3,3.92,3.6,1.24,4.51,3.373,1.442,73,9.132,1.438,0.503,21.075,1.308,2.415,,4.859,24.885,32.461,11.056,0.506,0.308,67,33,0.059,0.749,2.41,0.237,0.249,0,0,12.706,386.102,0,74.597,1.265,0.27,44.357,0,0,0,0,0,0,0,0.4,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F1000,176,"Blood meal, high dRUP",Animal Protein,Concentrate,90.864,100,1,4.518,0,0,0,0,0,95.06,0,91,0,10,61,29,85,19.466,1.9,74.507,0,5.674,4.251,4.204,5.998,1.076,12.399,8.767,1.155,6.794,4.552,1.581,8.318,1.691,1.31,73,3.25,0.11,1.48,21.62,1.02,21.66,5.13,26.47,14.89,0.46,7.16,0.135,0.276,10,90,0.415,0.351,0.425,0.048,0.736,0,0,6.051,2266.571,0,4.492,,0.6,33.261,0,0,0,0,0,0,0,0.6,0.696,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F20,20,"Blood meal, low dRUP",Animal Protein,Concentrate,90.864,100,1,3.724,0,0,0,0,0,95.06,0,91,0,10,61,29,65,19.466,1.9,74.507,0,5.674,4.251,4.204,5.998,1.076,12.399,8.767,1.155,6.794,4.552,1.581,8.318,1.691,1.31,73,3.25,0.11,1.48,21.62,1.02,21.66,5.13,26.47,14.89,0.46,7.16,0.135,0.276,10,90,0.415,0.351,0.425,0.048,0.736,0,0,6.051,2266.571,0,4.492,0,0.7,33.261,0,0,0,0,0,0,0,0.6,0.696,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F1011,195,Bone meal,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,79,,,,,,,,,,,31,12.9,,100,5.7,,,,2.5,,,,2.7,,,,,,,,,,,,,0.6,0.8,1,,,,0.01,,,
NRC 2020,NRC16F21,21,"Brewers grains, dry",By-Product/Other,Concentrate,93.12,100,1,2.951,24.741,51.77,0,51.5,6.657,25.33,6.45,91,3.777,18,67,15,74,17.654,4.5,52.336,0,8.6,3.12,5.797,2.283,4.022,8.297,3.551,2.138,5.543,3.587,1.341,5.471,9.025,8.31,73,4.58,0.138,0.731,26.692,0.202,2.241,,14.605,48.873,4.572,1.946,0.304,0.643,12,88,0.02,0.089,0.234,0.225,0.295,0,0,15.975,350,0,54.2,1.922,1.06,85.706,0,0,0,0,0,0,0,0.6,0.699,1,0.92,1,0.05,0.1,0.31,0.004,0.2
