Fd_Libr,UID,Fd_Index,Fd_Name,Fd_Category,Fd_Type,Fd_DM,Fd_Conc,Fd_Locked,Fd_DE_Base,Fd_ADF,Fd_NDF,Fd_DNDF48_input,Fd_DNDF48_NDF,Fd_Lg,Fd_CP,Fd_St,Fd_dcSt,Fd_WSC,Fd_CPARU,Fd_CPBRU,Fd_CPCRU,Fd_dcRUP,Fd_CPs_CP,Fd_KdRUP,Fd_RUP_base,Fd_NPN_CP,Fd_NDFIP,Fd_ADFIP,Fd_Arg_CP,Fd_His_CP,Fd_Ile_CP,Fd_Leu_CP,Fd_Lys_CP,Fd_Met_CP,Fd_Phe_CP,Fd_Thr_CP,Fd_Trp_CP,Fd_Val_CP,Fd_CFat,Fd_FA,Fd_dcFA,Fd_Ash,Fd_C120_FA,Fd_C140_FA,Fd_C160_FA,Fd_C161_FA,Fd_C180_FA,Fd_C181t_FA,Fd_C181c_FA,Fd_C182_FA,Fd_C183_FA,Fd_OtherFA_FA,Fd_Ca,Fd_P,Fd_Pinorg_P,Fd_Porg_P,Fd_Na,Fd_Cl,Fd_K,Fd_Mg,Fd_S,Fd_Cr,Fd_Co,Fd_Cu,Fd_Fe,Fd_I,Fd_Mn,Fd_Mo,Fd_Se,Fd_Zn,Fd_B_Carotene,Fd_Biotin,Fd_Choline,Fd_Niacin,Fd_VitA,Fd_VitD,Fd_VitE,Fd_acCa_input,Fd_acPtot_input,Fd_acNa_input,Fd_acCl_input,Fd_acK_input,Fd_acCu_input,Fd_acFe_input,Fd_acMg_input,Fd_acMn_input,Fd_acZn_input
NRC 2020,NRC16F22,22,"Brewers grains, wet",By-Product/Other,Concentrate,22.461,100,1,3.099,23.772,49.294,0,47.25,6.636,28.085,5.167,91,2.009,47,44,9,82.83,11.217,3.9,37.323,0,3.955,2.944,5.797,2.283,4.022,8.297,3.551,2.138,5.543,3.587,1.341,5.471,9.519,7.61,73,4.557,0.028,0.398,24.491,0.199,1.835,,11.229,53.82,5.371,2.629,0.362,0.688,12,88,0.025,0.058,0.12,0.232,0.321,0,0,10.38,223.475,0,53.025,2.343,1.06,93.881,0,0,0,0,0,0,0,0.6,0.699,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F23,23,"Brewers yeast, dry",By-Product/Other,Concentrate,92.756,100,1,3.996,3.573,1.634,0,50,1.822,50.716,4.082,91,4.052,9,91,0,93,45.342,2.4,63.153,0,2.726,0.562,4.4,2.1,4.3,,6.1,1.5,3.5,4.3,1,4.7,1.11,2.34,73,8.623,,,,,,,,,,100,0.124,1.188,0,100,0.078,0.198,1.384,0.211,0.857,0,0,101.143,134.929,0,26.286,1.25,0,59.667,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F24,24,"Brewers yeast, wet",By-Product/Other,Concentrate,13.36,100,1,3.838,5.583,11.458,0,50,1.25,43.315,4.4,91,14,9,91,0,93,59.417,2.4,63.153,0,2.328,0.48,4.4,2.1,4.3,,6.1,1.5,3.5,4.3,1,4.7,3.342,2.342,73,6.35,,,,,,,,,,100,0.366,1.494,0,100,0.077,0.787,1.762,0.207,0.473,0,0,19.25,100.3,0,6.85,3.316,0,59.5,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F1003,187,Calcium carbonate,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,39.4,,,100,,,,,,,,,,,,,,,,,,,,,,0.5,0.68,,,,,,,,
NRC 2020,NRC16F1004,188,Calcium chloride,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,36.1,,,100,,63.9,,,,,,,,,,,,,,,,,,,,0.6,0.68,,0.92,,,,,,
NRC 2020,NRC16F1005,189,Calcium chloride (2H2O),Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,27.5,,,100,,48.2,,,,,,,,,,,,,,,,,,,,0.6,0.68,,0.92,,,,,,
NRC 2020,NRC16F1006,190,Calcium hydroxide,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,54.1,,,100,,,,,,,,,,,,,,,,,,,,,,0.6,0.68,,,,,,,,
NRC 2020,NRC16F1048,232,Calcium iodate,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,10,,,100,,,,,,,,,,635000,,,,,,,,,,,,0.6,0.68,,,,,,,,
NRC 2020,NRC16F1009,193,Calcium oxide,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,71.5,,,100,,,,,,,,,,,,,,,,,,,,,,0.33,0.68,,,,,,,,
NRC 2020,NRC16F1007,191,Calcium phosphate (di),Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,22,19.3,,100,,,,,,,,,1.4,,,,,,,,,,,,,0.75,0.8,,,,,0.01,,,
NRC 2020,NRC16F1008,192,Calcium phosphate (mono),Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,16.4,21.6,,100,,,,,,,,,1.6,,,,,,,,,,,,,0.6,0.68,,,,,0.01,,,
NRC 2020,NRC16F25,25,Calcium soaps,Fatty Acid Supplement,Concentrate,95.3,100,1,5.417,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,84.5,84.5,73,15.5,0.2,1.6,50.8,,4.1,,35.7,7,0.2,0.4,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.84,0,0,0,0,0,0,0,0
NRC 2020,NRC16F1010,194,Calcium sulfate (2H2O),Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,23.3,,,100,,,,,23.5,,,,,,,,,,,,,,,,,0.6,0.68,,,,,,,,
NRC 2020,NRC16F26,26,Candy (not chocolate) byproduct,By-Product/Other,Concentrate,90.076,100,1,3.477,1.512,2.294,0,50,0.568,2.371,23.459,91,60,74,26,0,90,26.231,3.2,20.929,0,0.838,0.458,2.25,,3.6,6.52,2.25,1.57,3.82,3.82,0.67,5.84,1.246,0.246,73,1.039,0.234,0.354,18.552,0.229,7.944,17.439,38.745,15.564,0.196,0.743,0.057,0.028,0,100,0.146,0.155,0.094,0.039,0.039,0,0,1.462,37.471,0,3.562,0,0,8,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F27,27,"Candy byproduct, high protein",By-Product/Other,Concentrate,88.883,100,1,3.309,19.517,29.722,0,50,5.155,14.631,16.051,91,15,74,26,0,90,26.928,3.2,20.929,0,3.968,2.758,2.25,1.57,3.6,6.52,2.25,1.57,3.82,3.82,0.67,5.84,12.111,11.111,73,5.563,6.54,5.13,18.24,0.14,18.81,9.08,30.81,7.78,0.58,2.89,0.315,0.486,0,100,0.23,0.211,1.219,0.3,0.226,0,0,16.029,269.441,0,57.229,1,0,53.114,0,0,0,0,0,0,0,0,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F28,28,Canola meal,Plant Protein,Concentrate,89.128,100,1,3.104,20.335,28.96,0,49.379,8.509,41.492,1.57,91,11.005,22,71,7,74,24.995,10.537,32.121,0,4.747,2.497,5.934,2.656,3.934,6.918,5.508,1.967,4,4.426,1.344,5.115,3.514,2.514,73,7.882,,0.188,9.762,0.905,2.237,0.613,45.207,31.451,7.713,1.924,0.79,1.152,8,92,0.077,0.102,1.358,0.621,0.768,0,0,5.776,253.246,0,73.327,1.122,1.01,64.39,0,0,0,0,0,0,0,0.6,0.693,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F29,29,"Canola seed, ground",Plant Protein,Concentrate,94.956,100,1,4.281,20.21,28.735,0,45,6.009,23.364,2.419,91,6,35,60,5,50,49.32,20.1,19.73,0,4.534,2.795,5.934,2.656,3.934,6.918,5.508,1.967,4,4.426,1.344,5.115,40.462,39.462,73,4.501,,0.188,9.762,0.905,2.237,0.613,45.207,31.451,7.713,1.924,0.443,0.69,8,92,0.013,0.077,0.85,0.335,0.426,0,0,3.944,298.056,0,47.444,1.4,0.56,40.167,0,0,0,0,0,0,0,0.6,0.693,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F30,30,Chocolate byproduct,By-Product/Other,Concentrate,94.276,100,1,4.043,8.295,13.219,0,40,1.425,10.003,11.166,91,39.575,74,26,0,90,27.117,3.2,20.929,0,1.921,1.009,2.25,1.57,3.6,6.52,2.25,1.57,3.82,3.82,0.67,5.84,21.681,20.681,73,2.567,6.54,5.13,18.24,0.14,18.81,9.08,30.81,7.78,0.58,2.89,0.153,0.285,0,100,0.155,0.21,0.511,0.115,0.096,0,0,7.645,89.625,0,20.097,1,0,23.375,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F31,31,"Citrus pulp, dry",By-Product/Other,Concentrate,88.2,100,1,3.018,20.144,24.073,0,86.5,2.491,7.185,1.27,91,23.041,42,53,5,80,40.319,7.4,29.767,0,1.776,1.025,3.716,1.695,2.88,5.255,2.724,1.036,3.62,2.941,0.947,3.854,2.546,1.72,73,7.07,0.67,0.564,26.855,0.588,4.929,0.052,23.3,34.917,6.425,1.7,1.858,0.124,61,39,0.058,0.114,1.063,0.136,0.104,0,0,6.854,107.741,0,10.175,1.373,0,12.841,0,0,0,0,0,0,0,0.6,0.778,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F32,32,"Citrus pulp, wet",By-Product/Other,Concentrate,18.319,100,1,2.962,23.18,25.906,0,86.5,3.613,8.66,0.92,91,11.496,42,53,5,80,56.67,7.4,29.767,0,1.205,0.681,3.716,1.695,2.88,5.255,2.724,1.036,3.62,2.941,0.947,3.854,3.416,1.72,73,6.831,0.67,0.564,26.855,0.588,4.929,0.052,23.3,34.917,6.425,1.7,1.267,0.157,61,39,0.046,0.12,1.249,0.122,0.107,0,0,5.483,153.261,0,12.112,1.071,0,11.492,0,0,0,0,0,0,0,0.6,0.778,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F1038,222,Cobalt carbonate,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,,,,,,460000,,,,,,,,,,,,,,,,0.68,,,,,,,,
NRC 2020,NRC16F1039,223,Cobalt carbonate (6H2O),Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,,,,,,259000,,,,,,,,,,,,,,,,0.68,,,,,,,,
NRC 2020,NRC16F1040,224,Cobalt chloride (6H2O),Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,29.8,,,,,248000,,,,,,,,,,,,,,,,0.68,,0.92,,,,,,
NRC 2020,NRC16F1042,226,Cobalt organic generic,Vitamin/Mineral,Concentrate,98,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,80,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRC 2020,NRC16F1041,225,Cobalt sulfate (7H2O),Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,,,,11.4,,210000,,,,,,,,,,,,,,,,0.68,,,,,,,,
NRC 2020,NRC16F33,33,"Cool season grass hay, mature",Grass/Legume Forage,Forage,89.848,0,1,2.344,41.445,66.667,0,55.828,5.971,9.234,2.016,91,10.798,30,56,14,60,29.349,5.5,42.222,0,3.793,1.484,4.104,1.94,3.955,7.388,4.851,1.642,4.776,4.104,2.09,5.224,2.351,0.955,73,6.712,0.893,,15.218,1.476,1.29,,2.522,16.618,55.497,6.486,0.438,0.214,67,33,0.061,0.58,1.633,0.196,0.153,0.15,0,8.33,195.91,0,92.684,1.527,0.06,25.551,0,0,0,0,0,0,0,0.4,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F34,34,"Cool season grass hay, mid-mtr",Grass/Legume Forage,Forage,88.331,0,1,2.534,35.524,58.007,0,67.829,4.167,13.28,2.217,91,15.235,30,56,14,60,30.541,5.5,42.222,0,4.852,1.428,4.104,1.94,3.955,7.388,4.851,1.642,4.776,4.104,2.09,5.224,3.233,1.576,73,8.567,0.893,,15.218,1.476,1.29,,2.522,16.618,55.497,6.486,0.482,0.281,67,33,0.105,0.781,2.265,0.226,0.197,0.15,0,9.211,216.806,0,86.037,1.69,0.06,26.556,0,0,0,0,0,0,0,0.4,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F35,35,Cool season grass silage,Grass/Legume Forage,Forage,38.843,0,1,2.439,38.971,62.067,0,63.594,5.817,13.422,1.936,91,7.29,52,35,13,60,47.979,5.7,32.456,0,3.69,1.604,3.06,1.66,3.57,6.12,3.28,1.21,4.37,3.34,1.07,4.89,3.633,1.835,73,8.078,6.557,0.541,16.763,1.674,1.944,,3.797,19.963,44.299,4.462,0.553,0.307,67,33,0.077,0.671,2.288,0.211,0.2,0.15,0,9.457,449.658,0,95.481,1.874,0.06,32.549,0,0,0,0,0,0,0,0.4,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F1043,227,Copper chloride (2H2O),Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,41.7,,,,,,372000,,,,,,,,,,,,,,,0.68,,0.92,,0.05,,,,
NRC 2020,NRC16F1046,230,"Copper organic, generic",Vitamin/Mineral,Concentrate,98,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,80,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0
NRC 2020,NRC16F1045,229,Copper oxide,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,,,,,,,799000,,,,,,,,,,,,,,,0.68,,,,0.005,,,,
NRC 2020,NRC16F1044,228,Copper sulfate (5H2O),Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,,,,12.8,,,255000,,,,,,,,,,,,,,,0.68,,,,0.05,,,,
NRC 2020,NRC16F36,36,"Corn and cob meal, dry",Energy Source,Concentrate,86.346,100,1,3.337,8.762,19.02,0,30.5,1.865,8.406,62.115,91,4.45,30,68,1.7,60.7,21.143,5,38.559,0,1.245,0.674,3.3,2.79,3.54,13,2.6,2,4.5,3.56,0.68,4.74,3.686,3.263,73,1.86,,0.3,13.6,0.2,1.8,,26,55.1,1.6,1.4,0.045,0.29,10,90,0.009,0.095,0.462,0.117,0.099,0.05,0,3.884,114,0,11.322,1,0.07,26.862,0,0,0,0,0,0,0,0.6,0.696,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F37,37,Corn cobs,By-Product/Other,Concentrate,89.831,100,1,2.403,46.3,83.786,0,65,4.198,2.969,1.127,91,1.067,45,49,6,60,36.022,2.8,40.908,0,0.85,0.354,4,2.94,3.5,12.7,2.78,2.5,4.72,3.59,0.69,4.78,0.618,0.351,73,2.752,,1.154,12.693,0.124,1.941,,25.104,56.246,1.689,1.049,0.043,0.059,0,100,0.008,0.278,0.962,0.036,0.037,0,0,5.6,188.319,0,8.495,1,0.08,21.879,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F38,38,Corn germ,Plant Protein,Concentrate,90.16,100,1,3.615,10.096,27.007,0,74,2.686,15.423,27.595,91,3,41,45,14,73.07,35.444,10,32.181,0,2.672,0.779,6.636,2.991,3.084,8.224,4.579,1.776,4.112,3.832,1.402,4.86,17.894,16.894,73,5.873,,0.707,16.899,0.13,2.041,,25.174,52.645,1.467,0.937,0.033,1.172,10,90,0.007,0.124,1.218,0.435,0.172,0,0,5.628,99.032,0,16.303,1,0.12,71.973,0,0,0,0,0,0,0,0.6,0.696,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F39,39,Corn germ meal,Plant Protein,Concentrate,90.243,100,1,3.103,15.22,44.754,0,74,2.919,26.139,19.365,91,3.893,14,50,36,73.07,24.522,12,52.182,0,9.884,4.15,6.636,2.991,3.084,8.224,4.579,1.776,4.112,3.832,1.402,4.86,3.113,2.113,73,3.657,,0.707,16.899,0.13,2.041,,25.174,52.645,1.467,0.937,0.039,0.834,10,90,0.043,0.062,0.462,0.249,0.329,0,0,6.46,134.911,0,15.665,1.062,0.2,79.351,0,0,0,0,0,0,0,0.6,0.696,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F40,40,"Corn gluten feed, dry",By-Product/Other,Concentrate,89.159,100,1,3.194,11.515,35.682,0,74.11,2.312,23.193,15.511,91,5.827,51,39,10,79.129,45.713,7.025,30.006,0,9.884,4.436,4.577,2.935,2.985,8.458,3.085,1.592,3.483,3.582,0.498,4.726,3.91,3.38,73,7.504,0.027,0.99,23.94,0.201,2.514,,17.191,50.485,3.209,1.443,0.068,1.074,33,67,0.329,0.288,1.466,0.427,0.496,0,0,5.573,146.061,0,21.237,1.241,0.19,73.623,0,0,0,0,0,0,0,0.6,0.733,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F41,41,"Corn gluten feed, wet",By-Product/Other,Concentrate,45.625,100,1,3.219,12.133,36.868,0,76.661,1.892,23.109,15.262,91,4.022,51,39,10,79.129,56.999,7.025,30.006,0,2.043,0.892,4.577,2.935,2.985,8.458,3.085,1.592,3.483,3.582,0.498,4.726,3.81,3.09,73,7.175,0.306,0.056,20.866,0.323,4.3,0.127,19.084,49.968,2.901,2.069,0.096,1.069,33,67,0.196,0.251,1.574,0.451,0.503,0,0,6.537,179.449,0,22.838,1.301,0.19,77.143,0,0,0,0,0,0,0,0.6,0.733,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F42,42,Corn gluten meal,Plant Protein,Concentrate,90.526,100,1,4.31,3.714,6.832,0,73,1.792,68.522,16.398,91,1.628,8,72,20,91.627,7.512,2.505,69.356,0,1.959,1.113,3.141,2.023,3.98,16.349,1.645,2.385,6.184,3.339,0.543,4.507,2.443,1.443,73,2.779,,0.219,13.622,0.083,2.166,,22.218,57.46,2.766,1.466,0.043,0.494,10,90,0.054,0.076,0.222,0.065,0.971,0,0,5.23,122.482,0,6.134,1.129,0.34,29.446,0,0,0,0,0,0,0,0.6,0.696,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F1071,255,"Corn grain dry, coarse grind",Energy Source,Concentrate,86.907,100,1,3.095,3.551,9.761,0,62.332,1.37,8.514,70.367,77,2.884,23,70,7,73.07,22.078,5.355,43.24,0,0.912,0.523,4.75,2.875,3.375,12,3,2,4.875,3.625,0.75,4.625,3.845,3.84,73,1.504,,2.329,13.209,0.123,1.986,,24.092,55.704,1.623,0.934,0.035,0.309,10,90,0.018,0.104,0.557,0.132,0.104,0.05,0,2.069,39.026,0,7.152,0.914,0.07,23.428,0,0,0,0,0,0,0,0.6,0.696,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F1070,254,"Corn grain dry, fine grind",Energy Source,Concentrate,86.907,100,1,3.541,3.551,9.761,0,62.332,1.37,8.514,70.367,92,2.884,23,70,7,73.07,22.078,5.355,43.24,0,0.912,0.523,4.75,2.875,3.375,12,3,2,4.875,3.625,0.75,4.625,3.845,3.84,73,1.504,,2.329,13.209,0.123,1.986,,24.092,55.704,1.623,0.934,0.035,0.309,9.8,90.2,0.018,0.104,0.557,0.132,0.104,0.05,0,2.069,39.026,0,7.152,0.914,0.07,23.428,0,0,0,0,0,0,0,0.6,0.696,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F44,44,"Corn grain dry, medium grind",Energy Source,Concentrate,86.907,100,1,3.452,3.551,9.761,0,62.332,1.37,8.514,70.367,89,2.884,23,70,7,73.07,22.078,5.355,43.24,0,0.912,0.523,4.75,2.875,3.375,12,3,2,4.875,3.625,0.75,4.625,3.845,3.84,73,1.504,,2.329,13.209,0.123,1.986,,24.092,55.704,1.623,0.934,0.035,0.309,10,90,0.018,0.104,0.557,0.132,0.104,0.05,0,2.069,39.026,0,7.152,0.914,0.07,23.428,0,0,0,0,0,0,0,0.6,0.696,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F1072,256,"Corn grain HM, coarse grind",Energy Source,Concentrate,72.267,100,1,3.519,3.524,9.582,0,50.898,1.212,8.509,70.928,90,2.975,28,71,1,90,33.109,5.1,38.921,0,0.768,0.441,4.75,2.875,3.375,12,3,2,4.875,3.625,0.75,4.625,3.578,3.571,73,1.572,,2.329,13.209,0.123,1.986,,24.092,55.704,1.623,0.934,0.041,0.313,48,52,0.016,0.117,0.445,0.128,0.112,0.05,0,1.602,37.916,0,5.943,1,0.07,22.714,0,0,0,0,0,0,0,0.6,0.757,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F45,45,"Corn grain HM, fine grind",Energy Source,Concentrate,72.267,100,1,3.699,3.524,9.582,0,50.898,1.212,8.509,70.928,96,2.975,28,71,1,90,33.109,5.1,38.921,0,0.768,0.441,3.85,2.54,3.38,11.6,2.64,2.11,4.56,3.68,0.98,4.9,3.578,3.571,73,1.572,,0.258,13.571,0.191,1.829,,25.99,55.081,1.637,1.443,0.041,0.313,48,52,0.016,0.117,0.445,0.128,0.112,0.05,0,1.602,37.916,0,5.943,1,0.07,22.714,0,0,0,0,0,0,0,0.6,0.757,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F43,43,Corn grain screenings,Energy Source,Concentrate,86.941,100,1,3.454,4.392,11.718,0,60,1.463,8.559,65.593,91,2.81,23,70,7,73,24.988,5.355,43.24,0,1.019,0.625,5,2.674,3.256,10.116,3.605,1.86,4.651,3.837,0.814,4.419,3.189,3.178,73,1.765,,,14.143,,2.047,,23.723,56.433,1.972,1.682,0.18,0.32,10,90,0.021,0.088,0.666,0.147,0.113,0,0,3.211,164.987,0,12.248,0,0.07,30.045,0,0,0,0,0,0,0,0.6,0.696,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F46,46,"Corn grain, steam-flaked",Energy Source,Concentrate,85.74,100,1,3.622,3.371,8.641,0,55.667,1.263,7.998,71.744,94,1.801,2,82,16,90,13.934,3,68.432,0,1.285,0.632,4.75,2.875,3.375,12,3,2,4.875,3.625,0.75,4.625,3.138,3.14,73,1.286,,0.873,12.924,0.079,1.856,,23.166,58.381,1.818,0.903,0.06,0.242,0,100,0.005,0.081,0.403,0.098,0.093,0.03,0,2.077,31.775,0,5.176,1,0.07,17.095,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F47,47,Corn hominy feed,Energy Source,Concentrate,89.092,100,1,3.5,5.69,16.903,0,75,1.587,10.062,55.645,91,4.816,45,49,6,90,28.331,7,29.957,0,1.065,0.507,6.2,2.8,3.2,9.1,4.3,1.9,4.3,3.8,0.9,4.8,7.215,5.38,73,2.611,,2.619,13.963,,2.373,,24.803,53.384,1.806,1.052,0.061,0.523,10,90,0.017,0.098,0.664,0.206,0.125,0,0,3.791,76.623,0,11.758,1,0.1,39.689,0,0,0,0,0,0,0,0.6,0.696,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F49,49,"Corn silage, immature",Grain Crop Forage,Forage,31.275,0,1,2.93,25.496,42.594,0,53.407,3.152,7.91,30.176,91,2.877,58,26,16,70,52.673,4,33.988,0,1.256,0.844,2.317,1.707,3.415,8.537,2.805,1.585,3.902,3.415,0.732,4.512,2.957,2.321,73,4.042,0.307,0.464,17.828,0.363,2.424,0.004,19.235,47.735,8.245,3.395,0.244,0.236,92,8,0.024,0.268,1.054,0.173,0.107,0.22,0,6.338,166.064,0,30.052,1.112,0.04,27.618,0,0,0,0,0,0,0,0.4,0.827,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F50,50,"Corn silage, mature",Grain Crop Forage,Forage,39.603,0,1,2.881,23.182,39.297,0,50.761,2.971,7.469,35.544,85,3.054,48,28,24,70,51.315,3,44.4,0,1.187,0.795,2.317,1.707,3.415,8.537,2.805,1.585,3.902,3.415,0.732,4.512,2.864,2.362,73,3.658,0.307,0.464,17.828,0.363,2.424,0.004,19.235,47.735,8.245,3.395,0.23,0.228,92,8,0.029,0.243,0.916,0.162,0.102,0.22,0,5.914,145.948,0,27.552,1.107,0.04,26.492,0,0,0,0,0,0,0,0.4,0.827,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F48,48,"Corn silage, typical",Grain Crop Forage,Forage,35.361,0,1,2.932,24.332,40.931,0,51.972,3.054,7.707,32.867,89,2.971,60,24,16,70,51.849,4.068,32.917,0,1.225,0.821,2.317,1.707,3.415,8.537,2.805,1.585,3.902,3.415,0.732,4.512,2.916,2.352,73,3.843,0.307,0.464,17.828,0.363,2.424,0.004,19.235,47.735,8.245,3.395,0.237,0.232,92,8,0.026,0.262,0.986,0.168,0.105,0.22,0,6.217,165.057,0,29.55,1.111,0.04,27.401,0,0,0,0,0,0,0,0.4,0.827,1,0.92,1,0.05,0.1,0.31,0.004,0.2
