district_code,lat,lon
B95,52.2872,-1.7805
B96,52.2548,-1.95945
B97,52.3036,-1.94935
B98,52.3037,-1.91599
B99,52.4959,-1.89425
BA1,51.3888,-2.36019
BA2,51.362,-2.37613
BA3,51.2855,-2.44945
BA4,51.1746,-2.53334
BA5,51.2116,-2.65502
BA6,51.1433,-2.7095
BA7,51.0896,-2.51917
BA8,51.0002,-2.41084
BA9,51.0576,-2.41026
BA10,51.1124,-2.44732
BA11,51.2376,-2.32636
BA12,51.1744,-2.18742
BA13,51.263,-2.18489
BA14,51.319,-2.20328
BA15,51.3483,-2.26212
BA16,51.1265,-2.74332
BA20,50.939,-2.64277
BA21,50.9511,-2.63387
BA22,50.9692,-2.63779
BB0,53.7534,-2.46423
BB1,53.7552,-2.46578
BB2,53.7419,-2.49804
BB3,53.6977,-2.46608
BB4,53.7035,-2.29107
BB5,53.7545,-2.37225
BB6,53.8039,-2.41565
BB7,53.8717,-2.38929
BB8,53.8791,-2.16809
BB9,53.837,-2.21589
BB10,53.7994,-2.22155
BB11,53.7848,-2.25074
BB12,53.8019,-2.28903
BB18,53.9151,-2.17261
BB94,53.9155,-2.14015
BD1,53.7973,-1.75432
BD2,53.8142,-1.73596
BD3,53.7979,-1.72995
BD4,53.7768,-1.72161
BD5,53.7794,-1.75832
BD6,53.7649,-1.78473
BD7,53.7843,-1.78105
BD8,53.8014,-1.78064
BD9,53.8116,-1.78846
BD10,53.831,-1.72633
BD11,53.7501,-1.67843
BD12,53.7479,-1.76244
BD13,53.7877,-1.85581
BD14,53.7832,-1.81768
BD15,53.808,-1.83511
BD16,53.8472,-1.83163
BD17,53.845,-1.76894
BD18,53.8298,-1.77622
BD19,53.7266,-1.71436
BD20,53.8959,-1.94661
BD21,53.8646,-1.90843
BD22,53.8469,-1.9523
BD23,53.9888,-2.05238
BD24,54.0771,-2.28158
BD97,53.8265,-1.79673
BD98,53.817,-1.76544
BD99,53.7946,-1.75879
BH1,50.7253,-1.86306
BH2,50.7219,-1.88132
BH3,50.7355,-1.88024
BH4,50.7217,-1.90055
BH5,50.7258,-1.83707
BH6,50.7277,-1.80922
BH7,50.7346,-1.83415
BH8,50.7397,-1.85397
BH9,50.7498,-1.87483
BH10,50.7591,-1.89325
BH11,50.7609,-1.92038
BH12,50.738,-1.92477
BH13,50.7105,-1.91835
BH14,50.7223,-1.94566
BH15,50.7208,-1.98491
BH16,50.7384,-2.04433
BH17,50.7458,-1.97348
BH18,50.757,-1.99156
BH19,50.6114,-1.97005
BH20,50.6876,-2.14454
BH21,50.8179,-1.96486
BH22,50.8061,-1.88912
BH23,50.7453,-1.75857
BH24,50.846,-1.78788
BH25,50.7523,-1.65859
BH31,50.8751,-1.86948
BL0,53.6434,-2.31615
BL1,53.5889,-2.4406
BL2,53.5877,-2.39783
BL3,53.5661,-2.43199
BL4,53.5475,-2.40374
BL5,53.5513,-2.51698
BL6,53.5911,-2.54013
BL7,53.6281,-2.42301
BL8,53.6017,-2.32344
BL9,53.5921,-2.28889
BL11,53.5723,-2.42538
BL78,53.5615,-2.40861
BN1,50.8372,-0.140095
BN2,50.8246,-0.10802
BN3,50.8344,-0.175388
BN4,50.8493,-0.256373
BN5,50.9241,-0.268004
BN6,50.9296,-0.152853
BN7,50.8784,0.00313063
BN8,50.9124,0.0501371
BN9,50.7953,0.0271106
BN10,50.7956,0.00200521
BN11,50.8137,-0.375463
BN12,50.8142,-0.426911
BN13,50.8304,-0.406618
BN14,50.8308,-0.379929
BN15,50.83,-0.324967
BN16,50.8157,-0.498035
BN17,50.8153,-0.537202
BN18,50.8479,-0.580776
BN20,50.774,0.254866
BN21,50.7721,0.274692
BN22,50.788,0.283319
BN23,50.7985,0.312712
BN24,50.8155,0.325188
BN25,50.7759,0.107354
BN26,50.8214,0.225431
BN27,50.8708,0.262768
BN41,50.839,-0.215164
BN42,50.8367,-0.232086
BN43,50.8354,-0.268327
BN44,50.8927,-0.318647
BN45,50.8885,-0.183507
BN50,50.826,-0.140771
BN51,50.8048,-0.0586661
BN52,50.8339,-0.168058
BN88,50.827,-0.140775
BN95,50.8232,-0.330024
BN99,50.8224,-0.350449
BR1,51.4107,0.0194421
BR2,51.3904,0.0216366
BR3,51.4033,-0.0318049
BR4,51.3756,-0.0099269
BR5,51.3892,0.102485
BR6,51.3676,0.0926903
BR7,51.4118,0.0589931
BR8,51.3976,0.174822
BS0,51.3439,-2.95702
BS1,51.4539,-2.59208
BS2,51.459,-2.58106
BS3,51.4386,-2.60351
BS4,51.4363,-2.56434
BS5,51.4622,-2.55286
BS6,51.4701,-2.59821
BS7,51.4866,-2.58159
BS8,51.4575,-2.6194
BS9,51.4884,-2.62525
BS10,51.5058,-2.61176
BS11,51.4988,-2.67844
BS12,51.5555,-2.55897
BS13,51.4121,-2.61163
BS14,51.4131,-2.5636
BS15,51.4549,-2.49626
BS16,51.4856,-2.51256
BS17,51.5289,-2.44225
BS18,51.3675,-2.58386
BS19,51.4075,-2.76987
BS20,51.4806,-2.75709
BS21,51.4362,-2.85127
BS22,51.3606,-2.92824
BS23,51.3435,-2.96934
BS24,51.3316,-2.92453
BS25,51.3209,-2.82647
BS26,51.2804,-2.85059
BS27,51.2725,-2.77256
BS28,51.2272,-2.81518
BS29,51.3314,-2.87578
BS30,51.4464,-2.4754
BS31,51.4097,-2.49339
BS32,51.5415,-2.56107
BS34,51.5252,-2.56764
BS35,51.5975,-2.54759
BS36,51.5261,-2.48788
BS37,51.5407,-2.41828
BS39,51.3281,-2.53281
BS40,51.3471,-2.69388
BS41,51.4236,-2.65467
BS48,51.4265,-2.74973
BS49,51.3827,-2.81612
BS77,51.4387,-2.60153
BS80,51.5035,-2.61308
BS98,51.4594,-2.58461
BS99,51.4578,-2.57537
BT1,54.5995,-5.92844
BT2,54.5935,-5.93071
BT3,54.6183,-5.9054
BT4,54.6027,-5.86823
BT5,54.5886,-5.87392
BT6,54.5808,-5.89838
BT7,54.5832,-5.92493
BT8,54.5451,-5.90805
BT9,54.5723,-5.95009
BT10,54.5598,-5.98668
BT11,54.5762,-5.99816
BT12,54.5924,-5.95627
BT13,54.6058,-5.95843
BT14,54.6211,-5.96239
BT15,54.6219,-5.93168
BT16,54.5908,-5.79797
BT17,54.5532,-6.01985
BT18,54.6404,-5.82381
BT19,54.6507,-5.65782
BT20,54.659,-5.66555
BT21,54.6411,-5.54744
BT22,54.5036,-5.51512
BT23,54.5717,-5.70768
BT24,54.4178,-5.8717
BT25,54.3965,-6.11535
BT26,54.4543,-6.0649
BT27,54.509,-6.0246
BT28,54.522,-6.08408
BT29,54.6211,-6.1975
BT30,54.3336,-5.70298
BT31,54.2763,-5.96831
BT32,54.3362,-6.24732
BT33,54.2234,-5.89069
BT34,54.1533,-6.1818
BT35,54.165,-6.43929
BT36,54.6781,-5.95962
BT37,54.6764,-5.9084
BT38,54.7288,-5.80105
BT39,54.7451,-6.01889
BT40,54.8467,-5.82293
BT41,54.7312,-6.25299
BT42,54.8547,-6.27681
BT43,54.8899,-6.26668
BT44,54.9729,-6.28436
BT45,54.7597,-6.63884
BT46,54.8654,-6.66283
BT47,54.9804,-7.23069
BT48,55.0091,-7.32746
BT49,55.0474,-6.95188
BT51,55.061,-6.68281
BT52,55.1336,-6.65594
BT53,55.085,-6.47734
BT54,55.2043,-6.25663
BT55,55.1796,-6.70962
BT56,55.1974,-6.65059
BT57,55.2033,-6.51879
BT60,54.2927,-6.64767
BT61,54.3668,-6.62625
BT62,54.4129,-6.46464
BT63,54.4084,-6.39255
BT64,54.4492,-6.38887
BT65,54.4447,-6.36607
BT66,54.4553,-6.33335
BT67,54.4868,-6.26857
BT68,54.3642,-6.848
BT69,54.4201,-6.94979
BT70,54.5143,-6.88173
BT71,54.5127,-6.70617
BT74,54.3447,-7.66329
BT75,54.3736,-7.31553
BT76,54.4205,-7.19237
BT77,54.4291,-7.12065
BT78,54.5726,-7.37209
BT79,54.6222,-7.20448
BT80,54.6458,-6.74349
BT81,54.6963,-7.6116
BT82,54.8263,-7.43144
BT92,54.2239,-7.46617
BT93,54.4676,-7.82625
BT94,54.3764,-7.53665
BT99,54.6027,-5.92249
CA1,54.8871,-2.91831
CA2,54.8847,-2.95058
CA3,54.9061,-2.93995
CA4,54.8568,-2.82125
CA5,54.8211,-3.21017
CA6,54.9868,-2.86878
CA7,54.8086,-3.23529
CA8,54.9397,-2.68866
CA9,54.8013,-2.41729
CA10,54.6146,-2.66234
CA11,54.6649,-2.78175
CA12,54.6023,-3.13438
CA13,54.6606,-3.36793
CA14,54.6352,-3.53953
CA15,54.7118,-3.48198
CA16,54.574,-2.48526
CA17,54.4794,-2.35051
CA18,54.3546,-3.39042
CA19,54.3872,-3.38689
CA20,54.4099,-3.46345
CA21,54.4453,-3.51654
CA22,54.4803,-3.53224
CA23,54.5138,-3.49509
CA24,54.5147,-3.5432
CA25,54.5221,-3.51967
CA26,54.5442,-3.48582
CA27,54.4909,-3.59292
CA28,54.5435,-3.57969
CA95,54.6448,-3.56641
CA99,54.8908,-2.94382
CB1,52.1849,0.166975
CB2,52.1719,0.129486
CB3,52.2141,0.0340317
CB4,52.2437,0.11765
CB5,52.2337,0.199937
CB6,52.4034,0.2246
CB7,52.3677,0.314841
CB8,52.2333,0.42098
CB9,52.0831,0.439947
CB10,52.0287,0.257445
CB11,52.0017,0.213833
CB21,52.1301,0.279896
CB22,52.1336,0.135837
CB23,52.2167,-0.0231156
CB24,52.2758,0.0833507
CB25,52.2572,0.247076
CF1,51.4764,-3.18195
CF2,51.4979,-3.16238
CF3,51.5181,-3.11864
CF4,51.5221,-3.21915
CF5,51.4831,-3.24196
CF6,51.4174,-3.26763
CF7,51.5072,-3.4185
CF8,51.6297,-3.2357
CF10,51.4737,-3.17731
CF11,51.4707,-3.19284
CF14,51.5203,-3.20221
CF15,51.5336,-3.27072
CF23,51.5134,-3.14473
CF24,51.4848,-3.16639
CF30,51.5196,-3.11956
CF31,51.5077,-3.57542
CF32,51.5575,-3.58297
CF33,51.5245,-3.68725
CF34,51.6107,-3.65265
CF35,51.5213,-3.52806
CF36,51.4839,-3.69982
CF37,51.6014,-3.33435
CF38,51.5609,-3.33349
CF39,51.6013,-3.42685
CF40,51.6205,-3.45285
CF41,51.6478,-3.48274
CF42,51.6666,-3.52201
CF43,51.6571,-3.45047
CF44,51.7171,-3.45693
CF45,51.67,-3.36274
CF46,51.6639,-3.30139
CF47,51.7506,-3.37545
CF48,51.7426,-3.37064
CF61,51.4094,-3.48094
CF62,51.4042,-3.30945
CF63,51.4105,-3.26046
CF64,51.4343,-3.18825
CF71,51.4569,-3.46495
CF72,51.5299,-3.40075
CF81,51.6997,-3.2438
CF82,51.6491,-3.23707
CF83,51.5856,-3.22068
CF91,51.4656,-3.19392
CF95,51.4812,-3.17104
CF99,51.4645,-3.16135
CH1,53.1995,-2.90019
CH2,53.2157,-2.87079
CH3,53.1677,-2.82548
CH4,53.1693,-2.93821
CH5,53.2049,-3.03862
CH6,53.249,-3.14397
CH7,53.1694,-3.13395
CH8,53.2822,-3.24143
CH25,53.397,-3.01179
CH26,53.3657,-3.06591
CH27,53.4212,-3.04226
CH28,53.4005,-3.11194
CH29,53.3903,-3.17941
CH30,53.379,-3.09844
CH31,53.3297,-3.09886
CH32,53.362,-2.99763
CH33,53.2906,-3.06264
CH34,53.283,-2.90925
CH41,53.3948,-3.03093
CH42,53.3752,-3.02196
CH43,53.3829,-3.06013
CH44,53.4156,-3.03724
CH45,53.4283,-3.05078
CH46,53.4039,-3.11096
CH47,53.3959,-3.1702
CH48,53.3726,-3.17084
CH49,53.3809,-3.10331
CH60,53.3269,-3.09643
CH61,53.3474,-3.10179
CH62,53.3358,-2.98218
CH63,53.3458,-3.01145
CH64,53.2884,-3.04912
CH65,53.2783,-2.90258
CH66,53.2781,-2.93614
CH70,53.1927,-2.92254
CH88,53.1779,-2.89582
CH99,53.1872,-2.88946
CM0,51.6589,0.831533
CM1,51.7456,0.466602
CM2,51.7237,0.484924
CM3,51.7162,0.586649
CM4,51.675,0.388586
CM5,51.7181,0.247769
CM6,51.8784,0.375117
CM7,51.886,0.54783
CM8,51.8053,0.638541
CM9,51.739,0.695387
CM11,51.6238,0.442988
CM12,51.6268,0.414904
CM13,51.6152,0.334531
CM14,51.6189,0.295703
CM15,51.6412,0.304207
CM16,51.7003,0.118757
CM17,51.7732,0.141012
CM18,51.7567,0.104693
CM19,51.7614,0.0742743
CM20,51.7745,0.100208
CM21,51.8121,0.147888
CM22,51.8652,0.217284
CM23,51.8711,0.158854
CM24,51.8979,0.206415
CM77,51.8672,0.552844
CM92,51.7694,0.061253
CM98,51.7521,0.518448
CM99,51.7398,0.49317
CO1,51.8785,0.88464
CO2,51.871,0.895295
CO3,51.8853,0.85796
CO4,51.907,0.92046
CO5,51.8143,0.821416
CO6,51.9327,0.793203
CO7,51.8806,1.00304
CO8,51.9734,0.767067
CO9,51.9676,0.611268
CO10,52.0541,0.726787
CO11,51.9423,1.07539
CO12,51.9323,1.25572
CO13,51.8382,1.23757
CO14,51.8502,1.26749
CO15,51.7967,1.15521
CO16,51.8199,1.12635
CR0,51.3732,-0.0785955
CR2,51.3457,-0.0956722
CR3,51.2977,-0.0965311
CR4,51.4025,-0.145116
CR5,51.3134,-0.141339
CR6,51.3027,-0.0576924
CR7,51.3925,-0.103712
CR8,51.3365,-0.111072
CR9,51.3748,-0.0950457
CR44,51.3823,-0.132896
CR90,51.3775,-0.108086
CT1,51.2788,1.08665
CT2,51.2922,1.08179
CT3,51.2772,1.20673
CT4,51.2279,1.06785
CT5,51.3543,1.03457
CT6,51.3642,1.12838
CT7,51.3714,1.30205
CT8,51.3805,1.34035
CT9,51.3838,1.38803
CT10,51.3629,1.42916
CT11,51.3365,1.41238
CT12,51.3431,1.36951
CT13,51.2687,1.33059
CT14,51.2174,1.38702
CT15,51.1711,1.28368
CT16,51.1395,1.30145
CT17,51.1287,1.29534
CT18,51.1126,1.15057
CT19,51.0884,1.1683
CT20,51.0796,1.16503
CT21,51.073,1.07794
CT50,51.0792,1.14402
CV1,52.409,-1.50748
CV2,52.4234,-1.46764
CV3,52.3936,-1.48206
CV4,52.3995,-1.5561
CV5,52.4119,-1.5483
CV6,52.431,-1.50683
CV7,52.4426,-1.55879
CV8,52.3511,-1.54812
CV9,52.5847,-1.55934
CV10,52.5257,-1.49974
CV11,52.5205,-1.45656
CV12,52.4771,-1.47383
CV13,52.6082,-1.41769
CV21,52.371,-1.27096
CV22,52.3577,-1.28296
CV23,52.3506,-1.29673
CV31,52.2801,-1.527
CV32,52.2957,-1.53182
CV33,52.2379,-1.44613
CV34,52.284,-1.58375
CV35,52.2319,-1.59513
CV36,52.0708,-1.62991
CV37,52.1865,-1.71515
CV47,52.2365,-1.38727
CW1,53.0998,-2.43062
CW2,53.0811,-2.44579
CW3,53.0036,-2.41085
CW4,53.2039,-2.34092
CW5,53.0636,-2.52213
CW6,53.1616,-2.66731
CW7,53.1907,-2.5273
CW8,53.254,-2.55938
CW9,53.2597,-2.50405
CW10,53.189,-2.44878
CW11,53.1433,-2.36527
CW12,53.1665,-2.21591
CW98,53.0887,-2.43114
DA1,51.4472,0.209468
DA2,51.4333,0.23188
DA3,51.3858,0.306348
DA4,51.3928,0.230813
DA5,51.441,0.147676
DA6,51.4561,0.139186
DA7,51.465,0.143155
DA8,51.4761,0.179914
DA9,51.4482,0.280565
DA10,51.4425,0.300462
DA11,51.4352,0.351785
DA12,51.4309,0.383808
DA13,51.386,0.354127
DA14,51.4258,0.110474
DA15,51.4398,0.0989476
DA16,51.4645,0.109001
DA17,51.4864,0.15087
DA18,51.4915,0.145758
DD1,56.4618,-2.97736
DD2,56.4712,-3.02798
DD3,56.482,-2.98937
DD4,56.482,-2.93545
DD5,56.4797,-2.86337
DD6,56.4366,-2.92816
DD7,56.5028,-2.71972
DD8,56.6556,-2.92205
DD9,56.7476,-2.66664
DD10,56.7456,-2.43085
DD11,56.5723,-2.59761
DE1,52.9189,-1.47263
DE2,52.9132,-1.44088
DE3,52.9154,-1.50917
DE4,53.1434,-1.58471
DE5,53.0566,-1.42559
DE6,52.9631,-1.66869
DE7,52.9403,-1.34291
DE11,52.7731,-1.55658
DE12,52.7272,-1.55372
DE13,52.8076,-1.68842
DE14,52.8071,-1.63918
DE15,52.7991,-1.61059
DE21,52.9325,-1.43513
DE22,52.9331,-1.49769
DE23,52.8994,-1.49996
DE24,52.8903,-1.45317
DE45,53.2142,-1.67751
DE55,53.0996,-1.37227
DE56,53.0213,-1.47721
DE65,52.8667,-1.62253
DE72,52.8939,-1.36695
DE73,52.8494,-1.43849
DE74,52.8467,-1.33923
DE75,53.0121,-1.35323
DE99,52.9151,-1.46414
DG1,55.0733,-3.58566
DG2,55.0654,-3.65697
DG3,55.2369,-3.79898
DG4,55.3752,-3.95486
DG5,54.9215,-3.81294
DG6,54.8372,-4.05552
DG7,54.966,-4.00826
DG8,54.8748,-4.514
DG9,54.8783,-5.02299
DG10,55.321,-3.43921
DG11,55.1146,-3.3407
DG12,54.9897,-3.25136
DG13,55.1744,-3.03233
DG14,55.0801,-2.98763
DG16,54.9969,-3.06852
DH1,54.7827,-1.56232
DH2,54.86,-1.5985
DH3,54.87,-1.56926
DH4,54.8527,-1.49015
DH5,54.8246,-1.45585
DH6,54.7531,-1.46557
DH7,54.7896,-1.66155
DH8,54.8533,-1.8326
DH9,54.8678,-1.71093
DH97,54.7863,-1.55527
DH98,54.8873,-1.58841
DH99,54.7879,-1.5503
DL1,54.5281,-1.54132
DL2,54.5279,-1.59088
DL3,54.5312,-1.56908
DL4,54.6308,-1.64568
DL5,54.6162,-1.57706
DL6,54.3675,-1.39515
DL7,54.337,-1.47881
DL8,54.2947,-1.78481
DL9,54.376,-1.71092
DL10,54.4132,-1.69985
DL11,54.4389,-1.87146
DL12,54.5702,-1.98116
DL13,54.7168,-1.9519
DL14,54.6534,-1.69019
DL15,54.7096,-1.72922
DL16,54.6991,-1.60396
DL17,54.6811,-1.54307
DL98,54.5275,-1.5597
DN1,53.5206,-1.11873
DN2,53.5329,-1.10427
DN3,53.5437,-1.06461
DN4,53.506,-1.12225
DN5,53.5367,-1.17118
DN6,53.5947,-1.1772
DN7,53.5801,-1.01736
DN8,53.6145,-0.956519
DN9,53.5055,-0.905562
DN10,53.4264,-0.940628
DN11,53.4498,-1.08363
DN12,53.4832,-1.22367
DN14,53.708,-0.93511
DN15,53.6095,-0.652468
DN16,53.5684,-0.640021
DN17,53.5734,-0.703493
DN18,53.682,-0.445845
DN19,53.6845,-0.365805
DN20,53.5577,-0.503535
DN21,53.4172,-0.71018
DN22,53.3248,-0.929892
DN31,53.5709,-0.0843763
DN32,53.5633,-0.07112
DN33,53.5406,-0.0985027
DN34,53.5581,-0.11207
DN35,53.5555,-0.0379435
DN36,53.5133,-0.040267
DN37,53.5505,-0.148975
DN38,53.5606,-0.397249
DN39,53.6168,-0.329647
DN40,53.6216,-0.223818
DN41,53.5847,-0.195327
DN55,53.5129,-1.12572
DT1,50.7126,-2.44441
DT2,50.7484,-2.44907
DT3,50.6403,-2.4671
DT4,50.6099,-2.4632
DT5,50.5494,-2.44282
DT6,50.7386,-2.77458
DT7,50.7292,-2.9458
DT8,50.8149,-2.75803
DT9,50.9425,-2.51666
DT10,50.9373,-2.33186
DT11,50.8614,-2.17965
DY1,52.5151,-2.09427
DY2,52.4976,-2.08259
DY3,52.5298,-2.12885
DY4,52.5319,-2.05443
DY5,52.4811,-2.12278
DY6,52.4989,-2.16436
DY7,52.4646,-2.2182
DY8,52.4599,-2.15376
DY9,52.4375,-2.12418
DY10,52.3865,-2.22919
DY11,52.3855,-2.26023
DY12,52.3864,-2.32358
DY13,52.3372,-2.28087
DY14,52.3809,-2.45599
E1,51.5163,-0.0603945
E1W,51.5121,-0.0592982
E2,51.5302,-0.0622247
E3,51.5282,-0.0256123
E4,51.624,-0.00302669
E5,51.5593,-0.0545903
E6,51.5252,0.0551576
E7,51.5476,0.0260611
E8,51.5411,-0.0648895
E9,51.5417,-0.0467846
E10,51.5687,-0.0129068
E11,51.5673,0.011609
E12,51.5511,0.0506939
E13,51.5283,0.0259086
E14,51.5076,-0.0205185
E15,51.5383,0.000286878
E16,51.5114,0.0210557
E17,51.5864,-0.0202028
E18,51.5926,0.0255819
E20,51.5463,-0.0105535
E77,51.5139,-0.069129
E98,51.5086,-0.0641003
EC1A,51.5203,-0.104448
EC1M,51.5214,-0.103589
EC1N,51.52,-0.109138
EC1P,51.5246,-0.112038
EC1R,51.5245,-0.10897
EC1V,51.5265,-0.099314
EC1Y,51.5231,-0.0934108
EC2A,51.5231,-0.0879618
EC2M,51.5184,-0.0867918
EC2N,51.516,-0.0874618
EC2P,51.5241,-0.110637
EC2R,51.5163,-0.0918638
EC2V,51.5158,-0.0949195
EC2Y,51.52,-0.0963299
EC3A,51.515,-0.082009
EC3B,51.514,-0.081823
EC3M,51.5122,-0.0837352
EC3N,51.5127,-0.079781
EC3P,51.5226,-0.107408
EC3R,51.5112,-0.0846504
EC3V,51.5133,-0.0869115
EC4A,51.5159,-0.108662
EC4M,51.5149,-0.100592
EC4N,51.5134,-0.0931039
EC4P,51.5233,-0.110738
EC4R,51.5114,-0.0917402
EC4V,51.5126,-0.100249
EC4Y,51.5137,-0.108858
EC50,51.5245,-0.112088
EC88,51.5245,-0.0791226
EH1,55.9523,-3.19207
EH2,55.9532,-3.20047
EH3,55.9522,-3.20511
EH4,55.9623,-3.2558
EH5,55.9746,-3.2194
EH6,55.9712,-3.17378
EH7,55.9599,-3.16407
EH8,55.9499,-3.16632
EH9,55.9333,-3.1871
EH10,55.9216,-3.21082
EH11,55.9334,-3.25136
EH12,55.9412,-3.27459
EH13,55.9086,-3.24252
EH14,55.9117,-3.28064
EH15,55.9471,-3.11305
EH16,55.9238,-3.15102
EH17,55.9061,-3.14339
EH18,55.8766,-3.12173
EH19,55.8725,-3.10481
EH20,55.8787,-3.15359
EH21,55.9389,-3.04672
EH22,55.8859,-3.06197
EH23,55.841,-3.05175
EH24,55.851,-3.13542
EH25,55.8593,-3.17773
EH26,55.8335,-3.22378
EH27,55.8895,-3.4246
EH28,55.9285,-3.40412
EH29,55.9569,-3.39566
EH30,55.9827,-3.3796
EH31,56.0377,-2.82053
EH32,55.9664,-2.95212
EH33,55.9417,-2.94463
EH34,55.9105,-2.88561
EH35,55.9115,-2.94494
EH36,55.8554,-2.85429
EH37,55.8634,-2.96624
EH38,55.7852,-2.96181
EH39,56.0481,-2.73267
EH40,55.9903,-2.65117
EH41,55.9495,-2.77824
EH42,55.9938,-2.52455
EH43,55.6239,-3.01163
EH44,55.621,-3.07046
EH45,55.6539,-3.19035
EH46,55.7344,-3.34326
EH47,55.8607,-3.66474
EH48,55.8983,-3.66075
EH49,55.9769,-3.60288
EH51,56.0116,-3.60532
EH52,55.9362,-3.48957
EH53,55.8947,-3.47357
EH54,55.8917,-3.52482
EH55,55.8487,-3.57344
EH91,55.9272,-3.2907
EH95,55.9786,-3.25352
EH99,55.9519,-3.19475
EN1,51.6533,-0.070641
EN2,51.6585,-0.0917484
EN3,51.658,-0.0416
EN4,51.6482,-0.162213
EN5,51.6482,-0.190268
EN6,51.699,-0.179879
EN7,51.7085,-0.0649906
EN8,51.696,-0.0331334
EN9,51.6946,0.0105386
EN10,51.7409,-0.0211307
EN11,51.7638,-0.00939681
EX1,50.727,-3.50905
EX2,50.7112,-3.51512
EX3,50.6949,-3.46015
EX4,50.7303,-3.52628
EX5,50.7549,-3.43593
EX6,50.6759,-3.59232
EX7,50.5861,-3.47119
EX8,50.6283,-3.40302
EX9,50.639,-3.3236
EX10,50.6919,-3.24572
EX11,50.7472,-3.28863
EX12,50.7067,-3.08105
EX13,50.7739,-3.0252
EX14,50.8108,-3.20018
EX15,50.8755,-3.34653
EX16,50.9205,-3.49108
EX17,50.81,-3.70133
EX18,50.9016,-3.88644
EX19,50.876,-3.99952
EX20,50.7508,-4.01589
EX21,50.8033,-4.20891
EX22,50.8265,-4.3668
EX23,50.825,-4.53408
EX24,50.7375,-3.08713
EX31,51.0852,-4.06798
EX32,51.0733,-4.0274
EX33,51.1127,-4.16638
